person1_id,person2_id,interaction_type,infection_probability
38114,23120,shared_space,0.25
2655,40434,shared_space,0.08
41998,23545,shared_space,0.19
34415,20712,close_contact,0.09
42802,308,shared_space,0.11
40148,1805,shared_space,0.08
49547,17127,close_contact,0.2
12650,3566,close_contact,0.07
3239,44979,close_contact,0.07
42486,13329,shared_space,0.13
19299,28817,close_contact,0.16
2470,38090,close_contact,0.24
3440,39472,shared_space,0.08
31715,31283,shared_space,0.23
4636,3727,close_contact,0.08
13348,47524,close_contact,0.15
17755,38563,shared_space,0.22
25342,16168,close_contact,0.05
4767,46486,close_contact,0.16
23671,18846,shared_space,0.17
11453,19694,close_contact,0.18
23520,48034,shared_space,0.24
17605,32558,close_contact,0.06
2233,11316,close_contact,0.06
41390,4172,shared_space,0.05
32798,43661,shared_space,0.12
18302,21740,close_contact,0.18
16017,41430,shared_space,0.21
42094,39648,close_contact,0.22
48782,34496,close_contact,0.2
40212,20181,close_contact,0.18
27509,21787,shared_space,0.18
15525,16069,close_contact,0.22
1720,17040,close_contact,0.23
15213,47251,shared_space,0.21
4047,29584,shared_space,0.24
47742,41340,close_contact,0.23
369,36056,close_contact,0.05
20105,27628,close_contact,0.25
39232,36412,close_contact,0.14
28001,27883,shared_space,0.05
44538,30884,close_contact,0.05
24154,4940,close_contact,0.07
10920,2141,shared_space,0.24
13806,34457,close_contact,0.09
1448,49941,close_contact,0.14
14656,21383,shared_space,0.25
29593,48978,shared_space,0.07
12796,28608,shared_space,0.14
5796,37094,shared_space,0.08
35401,15488,close_contact,0.16
45406,33010,close_contact,0.23
46544,10351,shared_space,0.14
14002,5291,shared_space,0.05
7987,47543,shared_space,0.05
38612,11342,close_contact,0.24
32505,6180,shared_space,0.07
48289,37098,shared_space,0.24
19824,47616,close_contact,0.12
6327,33915,shared_space,0.17
40164,44540,close_contact,0.05
43409,35393,shared_space,0.19
366,39497,close_contact,0.19
15438,14968,close_contact,0.13
25050,34044,close_contact,0.2
16789,15232,close_contact,0.18
38337,16407,shared_space,0.07
3318,36949,shared_space,0.18
13082,26442,shared_space,0.21
45489,29568,close_contact,0.19
49482,16165,shared_space,0.11
20073,9504,shared_space,0.24
10245,9671,close_contact,0.07
9558,16518,shared_space,0.16
18535,33529,shared_space,0.08
26761,48402,shared_space,0.23
47944,714,close_contact,0.22
27722,34900,close_contact,0.08
13233,20471,shared_space,0.21
45743,25818,shared_space,0.18
44313,8599,close_contact,0.09
24259,21153,close_contact,0.18
9335,45046,close_contact,0.08
40391,41092,shared_space,0.06
40705,46933,close_contact,0.11
33283,35656,shared_space,0.07
37133,41326,close_contact,0.15
1135,41106,shared_space,0.08
21312,38216,close_contact,0.19
11146,28863,shared_space,0.1
43380,4857,shared_space,0.09
36077,42328,shared_space,0.06
29129,36836,close_contact,0.14
41767,4954,close_contact,0.11
26470,36926,close_contact,0.24
3545,26494,close_contact,0.14
39541,33785,close_contact,0.2
2021,46272,shared_space,0.1
1069,1957,shared_space,0.12
40627,33759,shared_space,0.16
46725,32728,shared_space,0.17
35960,17372,shared_space,0.07
48371,29504,close_contact,0.05
29138,24564,close_contact,0.08
45299,45588,close_contact,0.15
19097,8507,close_contact,0.12
37913,2620,close_contact,0.06
30950,19705,close_contact,0.15
24866,18731,shared_space,0.13
40472,4796,close_contact,0.08
44276,31677,shared_space,0.22
17617,49364,shared_space,0.22
15350,48215,shared_space,0.22
10659,4405,close_contact,0.1
20093,15779,shared_space,0.06
45435,28446,close_contact,0.25
45873,25307,shared_space,0.1
10793,1581,close_contact,0.17
40788,39131,shared_space,0.1
1145,27404,close_contact,0.22
49746,28169,shared_space,0.21
24719,1236,close_contact,0.23
47218,45585,shared_space,0.13
25569,33058,shared_space,0.1
41850,38469,shared_space,0.2
6801,20891,close_contact,0.22
10842,6618,close_contact,0.18
38388,35056,close_contact,0.12
35072,47018,close_contact,0.05
48598,13930,shared_space,0.07
23974,44581,shared_space,0.14
19432,24961,shared_space,0.19
2167,47078,shared_space,0.09
38605,38630,shared_space,0.14
37338,9994,shared_space,0.15
29629,30961,close_contact,0.14
34583,3679,shared_space,0.09
26597,1507,shared_space,0.23
32871,20815,shared_space,0.2
31758,16538,shared_space,0.14
44863,45328,shared_space,0.1
19376,37176,close_contact,0.09
36092,7788,close_contact,0.18
46528,49402,shared_space,0.18
18582,19449,shared_space,0.24
15367,31374,close_contact,0.21
32170,8996,close_contact,0.16
44118,20436,close_contact,0.07
23218,992,close_contact,0.16
33481,39438,close_contact,0.19
33500,32779,close_contact,0.24
42168,6016,close_contact,0.23
11943,40085,shared_space,0.19
27626,19320,shared_space,0.25
11636,42448,close_contact,0.11
32959,14373,close_contact,0.15
8912,47170,shared_space,0.13
12080,26858,close_contact,0.18
2030,45683,close_contact,0.08
41603,45751,shared_space,0.06
14692,2182,shared_space,0.19
15182,47141,close_contact,0.18
28876,4900,close_contact,0.24
16589,2464,shared_space,0.17
12077,3361,close_contact,0.24
39750,20009,close_contact,0.1
36821,31952,shared_space,0.21
3605,42503,close_contact,0.07
2486,46335,close_contact,0.13
48712,28921,shared_space,0.09
28543,10532,shared_space,0.13
13240,6249,shared_space,0.12
33876,45882,shared_space,0.13
19672,26553,shared_space,0.08
22811,26087,close_contact,0.16
29120,28490,close_contact,0.19
31067,36712,close_contact,0.22
44794,41288,shared_space,0.22
35735,1149,close_contact,0.15
41057,45467,close_contact,0.05
36436,27829,close_contact,0.19
47680,28324,close_contact,0.05
36374,40382,close_contact,0.06
17260,41796,close_contact,0.11
46878,33988,close_contact,0.06
11834,4673,close_contact,0.18
23777,34111,close_contact,0.15
43243,40658,close_contact,0.19
32267,1142,shared_space,0.11
36659,39076,shared_space,0.19
15535,1281,close_contact,0.21
32825,7600,shared_space,0.16
24972,37555,close_contact,0.23
32512,14023,close_contact,0.11
15695,26976,shared_space,0.22
18154,33970,shared_space,0.14
14245,21188,close_contact,0.09
35525,12765,shared_space,0.17
6941,40642,close_contact,0.07
31167,42757,shared_space,0.08
40216,44825,shared_space,0.2
35558,5055,shared_space,0.2
46563,19665,close_contact,0.2
8072,40298,close_contact,0.06
45759,34107,close_contact,0.18
33583,48289,close_contact,0.21
22014,41631,shared_space,0.09
5555,41966,close_contact,0.13
44816,33435,close_contact,0.19
48695,116,close_contact,0.14
49399,20694,close_contact,0.16
43845,11142,shared_space,0.09
4393,8438,close_contact,0.14
10533,23130,shared_space,0.16
34629,2789,shared_space,0.11
25059,29441,shared_space,0.23
48098,7486,shared_space,0.06
35315,31503,close_contact,0.21
11375,38425,shared_space,0.06
11630,46272,close_contact,0.21
6503,10945,close_contact,0.13
16645,27908,close_contact,0.14
23392,28672,shared_space,0.18
5308,48156,close_contact,0.12
24268,43946,shared_space,0.1
31189,29507,close_contact,0.13
3459,36479,close_contact,0.15
3936,15242,shared_space,0.21
13762,47256,close_contact,0.17
35422,16607,close_contact,0.07
8505,42805,shared_space,0.08
17718,40698,close_contact,0.17
37804,20244,close_contact,0.24
42378,42318,close_contact,0.17
5788,5437,close_contact,0.07
1994,19647,shared_space,0.08
40894,23335,close_contact,0.2
11139,31549,close_contact,0.08
29995,27679,close_contact,0.1
5742,3194,shared_space,0.24
22665,8684,close_contact,0.21
18473,14868,shared_space,0.24
12636,23551,close_contact,0.08
43590,1835,close_contact,0.06
28849,17012,shared_space,0.06
14007,12249,shared_space,0.24
34867,31741,close_contact,0.11
36083,38786,close_contact,0.22
2242,40352,shared_space,0.12
3081,18305,close_contact,0.21
29124,40063,close_contact,0.07
15220,10628,close_contact,0.08
5100,10672,close_contact,0.09
39880,14784,shared_space,0.16
29151,38839,close_contact,0.08
40452,9442,shared_space,0.1
8153,24321,shared_space,0.25
46645,11290,close_contact,0.13
39775,388,shared_space,0.11
49018,37398,close_contact,0.15
48709,19046,close_contact,0.09
45259,17398,close_contact,0.06
25587,36044,close_contact,0.06
48861,3823,close_contact,0.08
426,4559,shared_space,0.13
31958,27823,close_contact,0.1
7277,14281,close_contact,0.22
18745,42529,close_contact,0.18
21945,33298,close_contact,0.17
32904,27292,close_contact,0.07
46272,33264,shared_space,0.22
28770,15947,close_contact,0.18
1790,46006,shared_space,0.24
40446,41318,shared_space,0.13
16497,4974,close_contact,0.1
45905,16502,close_contact,0.05
35569,6442,shared_space,0.06
2881,10318,close_contact,0.08
21561,18183,close_contact,0.22
40108,30459,close_contact,0.22
43527,38367,shared_space,0.21
30491,18586,shared_space,0.12
35024,35105,close_contact,0.18
41072,45307,shared_space,0.13
45647,32634,close_contact,0.16
30036,37088,shared_space,0.06
9339,16510,shared_space,0.16
15406,33284,shared_space,0.23
4812,42249,shared_space,0.11
9494,15940,shared_space,0.22
2220,27039,close_contact,0.15
22316,37679,close_contact,0.1
32703,19766,shared_space,0.11
16,25806,close_contact,0.21
37345,42648,close_contact,0.12
25132,21882,close_contact,0.12
30948,49517,shared_space,0.19
21217,40062,shared_space,0.15
3758,14091,shared_space,0.17
4007,37336,close_contact,0.15
35484,26386,close_contact,0.21
26142,27715,shared_space,0.22
39102,7953,close_contact,0.18
231,32996,shared_space,0.12
38910,8403,shared_space,0.08
9683,10915,shared_space,0.25
47541,19123,shared_space,0.07
12424,17137,close_contact,0.13
7036,5785,close_contact,0.06
16231,25356,close_contact,0.2
47212,47170,close_contact,0.14
20061,13176,shared_space,0.2
14023,26306,shared_space,0.2
36268,12772,close_contact,0.14
22871,46298,close_contact,0.12
4765,21165,shared_space,0.05
14312,26675,close_contact,0.24
20924,45638,shared_space,0.12
15914,19135,shared_space,0.1
11960,9227,shared_space,0.2
13083,20621,close_contact,0.1
45912,2056,shared_space,0.16
49896,45440,shared_space,0.14
32220,48759,close_contact,0.17
34417,47091,shared_space,0.14
11644,26266,shared_space,0.21
35676,17000,close_contact,0.16
45611,48915,shared_space,0.09
46893,14472,shared_space,0.11
24231,27193,shared_space,0.22
27681,37926,close_contact,0.17
49018,47834,close_contact,0.23
18011,23789,shared_space,0.22
49666,10774,shared_space,0.16
47652,32843,shared_space,0.19
38818,42714,close_contact,0.07
19503,48075,shared_space,0.08
20506,21556,close_contact,0.1
2636,25812,close_contact,0.1
13296,11205,shared_space,0.21
49304,22724,shared_space,0.22
42862,11308,shared_space,0.06
12826,49371,close_contact,0.12
44540,2627,close_contact,0.15
32870,32199,close_contact,0.07
39725,47754,shared_space,0.22
27817,37448,close_contact,0.14
11918,30423,shared_space,0.07
38898,35122,shared_space,0.13
41674,22491,shared_space,0.12
31080,24065,shared_space,0.17
33198,12395,close_contact,0.15
13514,15014,close_contact,0.18
7205,36352,shared_space,0.13
42502,40290,close_contact,0.22
49668,38331,shared_space,0.24
44762,30344,shared_space,0.1
30133,33053,close_contact,0.15
25961,13507,close_contact,0.15
10941,27444,shared_space,0.12
39239,21843,shared_space,0.24
36678,30197,shared_space,0.22
17381,7727,shared_space,0.05
18242,20368,shared_space,0.22
21766,9588,close_contact,0.21
34554,32246,shared_space,0.14
27262,9942,shared_space,0.23
37484,47544,close_contact,0.14
24206,41665,shared_space,0.22
4502,12053,shared_space,0.09
10205,22781,close_contact,0.14
25083,33371,close_contact,0.24
49865,12279,close_contact,0.09
40912,7827,shared_space,0.23
27769,26372,close_contact,0.22
30707,28832,close_contact,0.07
41227,17042,close_contact,0.13
46134,4146,close_contact,0.19
12824,22082,close_contact,0.08
9439,6059,close_contact,0.21
29748,3707,close_contact,0.13
37209,19836,close_contact,0.21
42830,38387,close_contact,0.06
32105,33677,shared_space,0.13
32240,34298,close_contact,0.22
33465,23403,close_contact,0.1
19867,7148,close_contact,0.19
37135,18878,shared_space,0.06
3052,32405,close_contact,0.23
36861,43493,close_contact,0.15
37253,49957,shared_space,0.13
21338,38945,shared_space,0.11
9531,25195,close_contact,0.08
22849,18431,close_contact,0.11
38611,15598,close_contact,0.21
7145,17145,close_contact,0.23
25207,44098,shared_space,0.07
36185,31571,shared_space,0.14
15624,49321,shared_space,0.13
48177,5875,close_contact,0.15
2329,17925,shared_space,0.17
9157,31067,shared_space,0.21
49749,22637,shared_space,0.15
48965,12617,close_contact,0.08
17611,6345,shared_space,0.16
15003,20639,shared_space,0.15
48805,32519,shared_space,0.15
24401,42303,close_contact,0.21
33038,25149,shared_space,0.15
3037,12582,shared_space,0.21
22624,41095,close_contact,0.11
29282,38664,close_contact,0.09
21173,37712,shared_space,0.22
31240,36372,shared_space,0.18
24116,14315,shared_space,0.17
40772,46266,shared_space,0.07
1729,21845,close_contact,0.1
48497,37843,close_contact,0.2
16775,19593,close_contact,0.07
28736,18298,shared_space,0.12
10098,45575,close_contact,0.2
12451,19785,shared_space,0.16
41968,42905,shared_space,0.13
25355,45386,shared_space,0.06
37924,10122,close_contact,0.2
28430,29919,close_contact,0.25
31797,41896,close_contact,0.12
47428,49172,shared_space,0.15
23596,30304,close_contact,0.1
42581,43699,close_contact,0.06
36165,19067,close_contact,0.09
27160,33449,close_contact,0.23
28057,48503,close_contact,0.2
46203,48014,close_contact,0.17
33896,41906,close_contact,0.21
15162,26997,shared_space,0.16
4368,47889,shared_space,0.25
45959,29851,close_contact,0.08
29908,12041,close_contact,0.14
35343,532,shared_space,0.1
1024,40144,shared_space,0.2
158,5618,close_contact,0.08
27724,48614,close_contact,0.15
34648,26577,close_contact,0.1
418,15372,close_contact,0.05
49050,22467,close_contact,0.24
33049,16675,shared_space,0.07
20020,33917,close_contact,0.05
8014,42887,close_contact,0.13
42201,28175,shared_space,0.12
9297,40693,shared_space,0.2
47467,42750,close_contact,0.1
1620,10973,shared_space,0.23
27217,14457,close_contact,0.23
36988,22187,close_contact,0.25
30380,14891,shared_space,0.21
12986,45711,close_contact,0.2
22904,10189,close_contact,0.12
12386,20614,close_contact,0.07
23983,2885,close_contact,0.1
30047,41773,close_contact,0.13
31572,45491,close_contact,0.24
36195,47067,close_contact,0.19
35385,20693,shared_space,0.19
41336,17644,close_contact,0.19
17934,30412,close_contact,0.05
7083,16449,shared_space,0.07
7187,2511,shared_space,0.22
21187,31957,close_contact,0.07
30640,33163,close_contact,0.2
10279,2890,close_contact,0.24
28981,11690,shared_space,0.14
31822,44146,shared_space,0.22
46373,32642,shared_space,0.15
5676,32353,shared_space,0.08
20750,4994,close_contact,0.21
31495,35423,close_contact,0.14
18058,38603,close_contact,0.22
1891,27218,shared_space,0.23
48477,7252,shared_space,0.07
12581,14063,shared_space,0.23
12557,35807,shared_space,0.14
21579,34344,shared_space,0.06
10092,41663,shared_space,0.11
3896,11430,close_contact,0.08
19243,32463,close_contact,0.15
49102,22623,shared_space,0.07
11526,34636,shared_space,0.13
23138,20210,close_contact,0.24
23469,42089,close_contact,0.21
20151,16949,shared_space,0.22
39312,3253,shared_space,0.17
30400,6630,close_contact,0.21
18771,1116,close_contact,0.19
7106,25075,shared_space,0.18
36025,39518,close_contact,0.11
43928,21942,shared_space,0.11
35626,14095,close_contact,0.19
40258,13994,shared_space,0.11
16260,29159,shared_space,0.1
29331,15394,shared_space,0.16
41947,28812,close_contact,0.14
23243,28955,shared_space,0.15
16389,3748,close_contact,0.16
11577,39759,shared_space,0.1
14427,5807,shared_space,0.22
10286,5323,shared_space,0.23
2438,40709,close_contact,0.19
44375,29630,close_contact,0.1
33972,22156,shared_space,0.18
2554,46737,close_contact,0.16
31319,23861,close_contact,0.14
35682,14649,close_contact,0.15
31545,21189,close_contact,0.06
19047,47143,close_contact,0.2
40767,23554,close_contact,0.16
28601,34680,shared_space,0.21
41151,37089,close_contact,0.13
34889,35102,close_contact,0.24
34511,21860,close_contact,0.22
49438,37166,shared_space,0.12
13414,29727,shared_space,0.15
4552,29758,close_contact,0.22
31229,49736,close_contact,0.05
25122,45968,close_contact,0.09
36180,11007,close_contact,0.17
48483,30765,shared_space,0.15
9006,2216,close_contact,0.12
6333,34448,shared_space,0.09
2780,34086,close_contact,0.25
20768,20812,close_contact,0.08
23305,16010,shared_space,0.06
25361,8945,close_contact,0.09
17380,16213,close_contact,0.07
30722,1090,close_contact,0.22
41377,27138,shared_space,0.25
28520,560,close_contact,0.11
32768,42311,shared_space,0.23
24031,41088,shared_space,0.15
13175,48378,shared_space,0.18
22656,43237,close_contact,0.07
33263,12786,close_contact,0.24
21518,17226,shared_space,0.22
28397,14289,close_contact,0.15
777,48585,shared_space,0.18
22191,7337,shared_space,0.1
23602,3737,close_contact,0.11
33016,47099,close_contact,0.19
12888,40330,close_contact,0.07
46774,29146,shared_space,0.15
10607,33904,shared_space,0.14
49969,11302,shared_space,0.19
14255,45738,shared_space,0.16
47474,10338,shared_space,0.24
27679,48357,shared_space,0.11
43147,43075,close_contact,0.24
20663,13632,close_contact,0.13
39277,35230,close_contact,0.2
4539,41036,shared_space,0.07
9052,36353,close_contact,0.07
2149,13082,shared_space,0.11
25477,10209,close_contact,0.12
4835,18376,close_contact,0.19
40924,43359,close_contact,0.14
15842,11372,close_contact,0.15
